name,x,y
000263@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,235,5225
000264@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,5108,3128
000265@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,616,5564
000266@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4709,3439
000267@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,6277,3226
000268@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1987,5751
000269@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,5059,7035
000270@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3856,3444
000271@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1218,5754
000272@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,765,3720
000273@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,6484,6064
000274@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2070,1016
000275@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,7097,2337
000276@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3337,6609
000277@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1203,1394
000278@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4771,973
000279@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4538,237
000280@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1215,932
000281@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4221,5897
000282@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,796,6481
000283@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3498,4057
000284@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4646,5945
000285@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1757,6959
000286@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1302,6207
000287@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3223,1018
000288@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1037,3682
000289@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,5306,4545
